User ID,Key,Duration,Time Between Keys,Typing Speed (KPS),Backspace Count,Typing Session Duration
1,Key.enter,0,0,0.0,0,1.200493335723877
1,'h',2.7555034160614014,2.660550832748413,0.25278079400563613,0,3.9559967517852783
1,'e',0.16571426391601562,0.04465961456298828,0.48523537734236505,0,4.121711015701294
1,'y',0.08491992950439453,0.016380786895751953,0.7131597801369075,0,4.2066309452056885
1,Key.space,0.1567537784576416,0.07768845558166504,0.9167195315845892,0,4.36338472366333
1,'e',0.1719970703125,0.04641556739807129,1.1024430196022976,0,4.53538179397583
1,'v',0.16517090797424316,0.043785810470581055,1.2764456395757116,0,4.700552701950073
1,'e',0.13701677322387695,0.0010132789611816406,1.446783247190316,0,4.838319778442383
1,'r',0.2240464687347412,0.12209510803222656,1.5805229177111813,0,5.061615943908691
1,'y',0.12109184265136719,0.037047386169433594,1.7365439786782981,0,5.182707786560059
1,'o',0.30133509635925293,0.19479608535766602,1.8234722472988243,0,5.4840428829193115
1,'n',0.21622014045715332,0.1194009780883789,1.9297355148156508,0,5.700263023376465
1,'e',0.09585857391357422,0.001998424530029297,2.070349939796047,0,5.796121597290039
1,Key.space,0.10695648193359375,0.017943859100341797,2.2022409030560794,0,5.903078079223633
1,'s',1.073223352432251,1.02717924118042,2.1501364508040792,0,6.976301431655884
1,'a',0.12705516815185547,1.02717924118042,2.111677738437909,0,7.103356599807739
1,'l',0.09403014183044434,0.01805853843688965,2.223029076294748,0,7.197386741638184
1,'o',0.15111422538757324,0.08236408233642578,2.3133969875329017,0,7.348500967025757
1,'n',0.18060922622680664,0.09927558898925781,2.3907207542441387,0,7.5291101932525635
1,'i',0.22300171852111816,0.0990290641784668,2.4509450090811193,0,7.752111911773682
1,Key.space,0.15590357780456543,0.05301713943481445,2.5290795176561605,0,7.908015489578247
1,'g',0.14790844917297363,0.05380058288574219,2.6067773429419057,0,8.05592393875122
1,'o',0.20565080642700195,0.1013789176940918,2.6629305766240337,0,8.261574745178223
1,'t',0.16955804824829102,0.08100700378417969,2.727984550063352,0,8.431132793426514
1,Key.space,0.09192276000976562,0.0,2.8158915367299007,0,8.52305555343628
1,'h',0.1532306671142578,0.07002711296081543,2.8814171598886777,0,8.676286220550537
1,'e',0.12591767311096191,0.09511828422546387,3.067413607567396,0,8.802203893661499
1,'r',0.07875204086303711,0.09511828422546387,3.040213260718708,0,8.880955934524536
1,Key.space,0.08939290046691895,0.002081155776977539,3.121394776842775,0,8.970348834991455
1,'f',0.1216287612915039,0.015232086181640625,3.189625105527753,0,9.091977596282959
1,'i',0.09128594398498535,0.07656502723693848,3.3757062360311503,0,9.183263540267944
1,'r',0.16601800918579102,0.08789539337158203,3.4227228938109917,0,9.349281549453735
1,'s',0.10630989074707031,0.03220319747924805,3.489998506037311,0,9.455591440200806
1,'t',0.036005258560180664,0.02702641487121582,3.58211595783861,0,9.491596698760986
1,Key.space,0.08181500434875488,0.02702641487121582,3.5515029599067325,0,9.573411703109741
1,'s',0.3368642330169678,0.17099595069885254,3.531687737615029,0,9.910275936126709
1,'a',0.2185990810394287,0.12939143180847168,3.554195301945003,0,10.128875017166138
1,'l',0.17235302925109863,0.057111501693725586,3.5918047667014408,0,10.301228046417236
1,'a',0.17078447341918945,0.025455713272094727,3.6287198786306996,0,10.472012519836426
1,'r',0.11152935028076172,0.01984429359436035,3.684966760524392,0,10.583541870117188
1,'y',0.11452937126159668,0.0373687744140625,3.7389917394908596,0,10.698071241378784
1,Key.space,0.15573811531066895,0.04456973075866699,3.777475598899363,0,10.853809356689453
1,'t',0.1912364959716797,0.07485270500183105,3.8022643792945936,0,11.046049356460571
1,'o',0.14262628555297852,0.0295255184173584,3.8435162801315426,0,11.187672138214111
1,'d',0.17187857627868652,0.13671207427978516,3.9614242790947602,0,11.359550714492798
1,'a',0.11265802383422852,0.0836338996887207,4.00968994281986,0,11.472208738327026
1,'y',0.0765688419342041,0.0836338996887207,3.9831055434491702,0,11.54877758026123
1,Key.space,0.2331984043121338,0.13521647453308105,3.9891441012559414,0,11.781975984573364
1,'a',0.2945868968963623,0.16199803352355957,3.97464083705896,0,12.076562881469727
1,'n',0.0920248031616211,0.02132558822631836,4.026761467305355,0,12.168587684631348
1,'d',0.12061142921447754,0.03647446632385254,4.068613384550559,0,12.289199113845825
1,Key.space,0.11379551887512207,0.03278303146362305,4.111910188645442,0,12.402994632720947
1,'i',0.29105567932128906,0.15044140815734863,4.096407271260781,0,12.694050312042236
1,'t',0.1110239028930664,0.007527589797973633,4.138984211288914,0,12.805074214935303
1,Key.space,0.11168050765991211,0.03188157081604004,4.180616661051717,0,12.916754722595215
1,'i',0.22340846061706543,0.2148423194885254,4.2617431168240705,0,13.14016318321228
1,'s',0.08895659446716309,0.2148423194885254,4.233085869740543,0,13.229119777679443
1,Key.space,0.09511852264404297,0.0258486270904541,4.277918085465054,0,13.324238300323486
1,'o',0.3147716522216797,0.21667027473449707,4.252508078064468,0,13.639009952545166
1,Key.backspace,0.6789162158966064,0.6039025783538818,4.120708495483253,1,14.317926168441772
1,'s',0.20133709907531738,0.09435629844665527,4.132441081513668,1,14.51926326751709
1,'o',0.14876246452331543,0.05799722671508789,4.15870554867881,1,14.668025732040405
1,Key.space,0.15084052085876465,0.03814435005187988,4.1838558322820605,1,14.81886625289917
1,'a',0.33856630325317383,0.19112229347229004,4.156376732445268,1,15.157432556152344
1,'m',0.09691190719604492,0.018496036529541016,4.195526078080431,1,15.254344463348389
1,'n',0.17649030685424805,0.0846402645111084,4.2123450200838635,1,15.430834770202637
1,Key.space,0.13951563835144043,0.12332677841186523,4.3030502359915666,1,15.570350408554077
1,'a',0.16890287399291992,0.12958431243896484,4.320408267106553,1,15.739253282546997
1,'w',0.1189272403717041,0.12958431243896484,4.288007688002065,1,15.858180522918701
1,'e',0.1450672149658203,0.028708219528198242,4.311624810797383,1,16.00324773788452
1,'s',0.260042667388916,0.23967909812927246,4.365660221930118,1,16.263290405273438
1,'o',0.06583905220031738,0.23967909812927246,4.348057879319689,1,16.329129457473755
1,'m',0.21424198150634766,0.19600367546081543,4.412643472901461,1,16.543371438980103
1,'e',0.04683184623718262,0.19600367546081543,4.4001871915003425,1,16.590203285217285
1,'!',0.4377725124359131,0.28705620765686035,4.40451647871948,1,17.0279757976532
1,Key.shift,0.07268118858337402,0.28705620765686035,4.385796408896079,1,17.100656986236572
1,Key.esc,1.5255160331726074,1.3788492679595947,4.080279933017111,1,18.62617301940918
2,Key.enter,0,0,0.0,0,1.6939585208892822
2,'t',2.9818360805511475,2.9072775840759277,0.21386739265491667,0,4.67579460144043
2,'h',0.19066596031188965,0.11411786079406738,0.41097630908979116,0,4.866460561752319
2,'i',0.38660264015197754,0.2587463855743408,0.5710953561176391,0,5.253063201904297
2,'s',0.17712831497192383,0.06847310066223145,0.7366222696876529,0,5.430191516876221
2,Key.space,0.2720637321472168,0.21151518821716309,0.8768460515436055,0,5.7022552490234375
2,'i',0.22069430351257324,0.1290147304534912,1.0130087968470032,0,5.922949552536011
2,'s',0.21859502792358398,0.12508058547973633,1.1397784235372534,0,6.141544580459595
2,Key.space,0.26015686988830566,0.16573047637939453,1.2496677738017976,0,6.4017014503479
2,'s',0.24575233459472656,0.11600279808044434,1.3539018534263758,0,6.647453784942627
2,'h',0.16130352020263672,0.06353974342346191,1.4686967903002164,0,6.808757305145264
2,'u',0.33828163146972656,0.22396278381347656,1.539098932796617,0,7.14703893661499
2,'s',0.3023514747619629,0.17923521995544434,1.6108700628273163,0,7.449390411376953
2,'h',0.13713788986206055,0.07925629615783691,1.7135637651120172,0,7.586528301239014
2,'a',0.3005390167236328,0.1780712604522705,1.775057754117968,0,7.8870673179626465
2,'n',0.1692824363708496,0.09869575500488281,1.8618854018758964,0,8.056349754333496
2,'t',0.22003626823425293,0.11686062812805176,1.933210939699016,0,8.276386022567749
2,Key.space,0.4101076126098633,0.2668135166168213,1.9570612394344318,0,8.686493635177612
2,'k',0.2066497802734375,0.1231689453125,2.0240312293543576,0,8.89314341545105
2,'u',0.26445937156677246,0.17566823959350586,2.074778786751392,0,9.157602787017822
2,'m',0.23701977729797363,0.1622600555419922,2.1288774363290863,0,9.394622564315796
2,'a',0.26001620292663574,0.08472847938537598,2.1751202200595685,0,9.654638767242432
2,'r',0.17829012870788574,0.0875546932220459,2.2373801573059966,0,9.832928895950317
2,Key.space,0.9860246181488037,0.8052480220794678,2.1258987729290726,0,10.818953514099121
2,'m',1.8323991298675537,1.6994192600250244,1.8970303552043821,0,12.651352643966675
